User,Username,User Description,Followers Count,Friends Count,Time,Tweet,Location,Retweeted Tweet,Retweet Count,Fav Count
death metal daddy,jonnothorsley,luv & soul  @beachxbums,1000,496,Tue Nov 08 23:59:53 +0000 2016,"RT @whytruy: *casts vote for Hillary* 
Hillary: Thank you for your vot-
Me: https://t.co/EjvxMWZD2c",,Yes,37043,0
ro,rowanevejones,19 yr old sona 1 trick | Maths at Cardiff Uni | Cosplay enthusiast | @G0reface | snapchat: rowan_jones,298,134,Tue Nov 08 23:59:53 +0000 2016,RT @whytruy: vote hillary clinton idc if she a liar yall boyfriends lie to yall everyday &amp; yall still fw them so gone head &amp; vote for her,Swansea,Yes,40330,0
lucy,lvcymiller,toothless but got a big bark,449,257,Tue Nov 08 23:59:53 +0000 2016,RT @BuzzFeed: Rihanna just wore a shirt of herself wearing a Hillary Clinton shirt https://t.co/TFr2UJjW7n https://t.co/plOF0TDy1M,the void,Yes,2413,0
Ava Gardner,IM_extrAVAgant,Mix Melyssa Ford with Maya Angelou (8),940,573,Tue Nov 08 23:59:53 +0000 2016,RT @Inc: A Nobel Prize-Winning Economist Explains the 1 Thing That Hillary Clinton and Donald Trump Agree On @josephestiglitz https://t.co/,"KINGSton, Jamaica",Yes,13,0
a d raines,a_d_raines,i'm a sinner in need of and constantly in the grip of the grace of Christ Jesus; i'm a husband and a daddy,115,208,Tue Nov 08 23:59:53 +0000 2016,I heard if I didn't vote for trump I was voting for Hillary. Then I heard that if I was voting for Trump I wasn't really voting for Trump.,479,No,0,0
Bea Rose Rod,bearoserod,,124,612,Tue Nov 08 23:59:53 +0000 2016,"RT @BuzzFeedNews: 29 Most WTF Moments Of The Election: Hillary's Trump ""Joke"" #ElectionDay https://t.co/PNF7xkBxgB",956,Yes,389,0
EVAN,Winky2124,|Loud music and fast cars|,888,662,Tue Nov 08 23:59:53 +0000 2016,"RT @_cam_white_: When Hillary was asked about the American lives lost in Benghazi her response was ""What does it matter"". Vote Wisely #TRUM",AZ/WA,Yes,104,0
morgan simone,islamuertas,stay away from fools they have nothing to teach you ,366,291,Tue Nov 08 23:59:53 +0000 2016,I hope and pray that the Latinx vote is the vote that allows Hillary to win,bring yo ass home,No,0,0
gocoo,gocoo,https://t.co/XwBk4UJRE0,4127,257,Tue Nov 08 23:59:53 +0000 2016,"RT @TheVampsJames: 2 years ago in radio 2, Tris and I were walking out and we saw Hillary Clinton. She said to us 'you're the vamps right?'",Tokyo,Yes,3305,0
k,adorehails,THE SECRET CIRCLE EVER,877,530,Tue Nov 08 23:59:53 +0000 2016,RT @FreddyAmazin: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/UFcFkP6js1,haileykylie jbiebermiley,Yes,8793,0
Katie Cook,Katiecook55,,367,230,Tue Nov 08 23:59:53 +0000 2016,"RT @CloydRivers: To everyone who wants to vote for Hillary just to keep Trump from becomin' President, watch this...
https://t.co/TuUpD7Qgcg",,Yes,40979,0
CanucksArmy,CanucksArmy,"As described by Jason Botchford: we're the meticulous, number-crunching whizzes of the CanucksArmy blog.",11231,637,Tue Nov 08 23:59:53 +0000 2016,"Got jokes ready for any possible outcome tonight: Rangers win, Hillary win, Trump win.","Vancouver, BC",No,2,9
Faithful Wife,helovedmemore,,281,410,Tue Nov 08 23:59:53 +0000 2016,RT @dyanjae: @mitchellvii Doug Schoen said internal FL Hispanic vote is around 50-30+ &amp; if true not good for Hillary.,,Yes,492,0
Skyler Stull,Skydawgy1,,117,903,Tue Nov 08 23:59:53 +0000 2016,RT @TomiLahren: If you're not voting for Trump don't you dare bitch when we get Hillary. Real talk. #MAGA #ElectionDay,"Bellaire, OH",Yes,2227,0
Balmain BadA$$,GuapoDaGawd,sienna ,952,632,Tue Nov 08 23:59:53 +0000 2016,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs,,Yes,23031,0
Robert harding,Roberth05766227,,1,64,Tue Nov 08 23:59:53 +0000 2016,If Hillary wins she will be the only president that will visit a state or a country and she will be laughed at Her Her daughter her hubby,,No,0,0
Joan Ripolles,Joan_Ripolles,"I'm a LIFER GoodSOB.CuL TwitterMan SmartPhonesMan.FoRaDJoC @NiTorNitOriNc EternFaN. No never tell me,you're at home! I LoVe DeSiGual ! St Sadurn D'Anoia.",861,2189,Tue Nov 08 23:59:53 +0000 2016,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  (cont) https://t.co/y61yMeEMLE,"Catalonia, Spain, Europe",Yes,0,0
Clusterfuck,rawcurrent,"Read, laughed, retweeted ",12,115,Tue Nov 08 23:59:53 +0000 2016,RT @bendandSNAPPER: Find someone who looks at you the way Hillary looks at balloons. https://t.co/Lmyu5HDvjk,,Yes,20613,0
tara,miraculashton,hibernating until season 2 of stranger things () *:*:,3220,2798,Tue Nov 08 23:59:53 +0000 2016,"RT @HillaryClinton: ""We dont want to shrink the vision of this country. We want to keep expanding it. Hillary",,Yes,1133,0
joe,171312Joe,Anyone Else 2020! #election2020,250,286,Tue Nov 08 23:59:53 +0000 2016,"RT @kevvgallagher: Lmao if you're a Republican and get mad when Hillary wins, maybe you should've supported one of the other 16 options. It",,Yes,10,0
CLOVE,CloverOG,The key is to live free,1093,466,Tue Nov 08 23:59:53 +0000 2016,RT @FreddyAmazin: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/UFcFkP6js1,Toronto,Yes,8793,0
Logan ,HammLogan,buzzin Gilbert AZ. juss tryin to get rich and succ on some tiddies. $tarbucks,654,229,Tue Nov 08 23:59:53 +0000 2016,you know Hillary was fighting off having a seizure while trying to stay still https://t.co/ZRztImwiAs,hell,No,2,5
daddytax,DeplorableDoo,,343,5,Tue Nov 08 23:59:53 +0000 2016,Amazing Hillary allowed to run  #ElectionDay,,No,0,1
ron swanson,bringitbri_,i like parks & rec and bryson tiller,341,358,Tue Nov 08 23:59:53 +0000 2016,"RT @JuiceTha56: Will Hillary make pants suits mandatory? 

Will Trump build a wall on Mexicos border? 

Find out tomorrow on the season fin",,Yes,125833,0
IG : Gagalexfrance,GagAlexFrance,"If you can't love yourself, how the hell are you gonna love somebody else ?",935,83,Tue Nov 08 23:59:53 +0000 2016,"RT @musicnews_facts: Trump supporters are calling out Hillary Clinton and Lady Gaga for wearing this ""Nazi Hitler"" uniform... When it's Mic","Bordeaux, Aquitaine, FRANCE",Yes,1743,0
Thomas Adams,labbla11,Hi,57,183,Tue Nov 08 23:59:53 +0000 2016,So did people vote for Hillary or the Babadook?,"Atlanta, GA",No,0,0
Dan Tillotson,DanTillotson,"Interests: film, classic/cult TV, politics, journalism, fiction, music (jazz, rock, krautrock), education, Xbox One, cricket, Smartie the pussycat.",821,1541,Tue Nov 08 23:59:53 +0000 2016,@HaroldItz He we go then Harold. Let's hope that filthy sleaze bag gets a spanking. Go Hillary! Is the scotch out?,"Plumstead Common, South London",No,0,0
Nessa King ,kingnessaa,Lover of BEAUTYLIFESTYLE TRAVEL. MY YOUTUBE ,477,130,Tue Nov 08 23:59:53 +0000 2016,"RT @JOHNSONSFOOL: you still have time, please please go vote for hillary, she's the better option for you &amp; the youths future #ElectionNigh","Oakland, CA",Yes,28,0
BusinessNews,BusinessNews40,breaking news and their insights on what matters most in business and finance.,823,386,Tue Nov 08 23:59:53 +0000 2016,Unlikely fashion icon Hillary Clinton is bringing back the pantsuit https://t.co/gycJZFnXTq #Business https://t.co/SzeLp351MU,United States,No,0,0
Sandra,SandraKennett1,,553,515,Tue Nov 08 23:59:53 +0000 2016,"@LouDobbs Hillary isn't well liked by people, while Donald Trump is loved by people, but not well liked by the biased MSM.",United States,No,0,0
megan nemec,MeganNemec,"and she turns up the music, to drown out her life. // X.XV.MMXVI",382,574,Tue Nov 08 23:59:53 +0000 2016,"RT @CloydRivers: To everyone who wants to vote for Hillary just to keep Trump from becomin' President, watch this...
https://t.co/TuUpD7Qgcg",nemec farms,Yes,40979,0
Collin  Wells,colewells1001,BGSU 2020. Student Pilot  Peace. Love. and Positivity ,405,382,Tue Nov 08 23:59:52 +0000 2016,RT @whytruy: vote hillary clinton idc if she a liar yall boyfriends lie to yall everyday &amp; yall still fw them so gone head &amp; vote for her,"Ohio, USA",Yes,40330,0
Deplorable Texan,SomeGuysCat,Father | Husband | Entrepreneur | Disciple of Christ,780,711,Tue Nov 08 23:59:52 +0000 2016,RT @JohnFromCranber: It's All About Turnout. Typically Only About 1/2 Vote. If All the Folks who Prefer Trump Over Hillary Vote - WE WIN IN,Dallas,Yes,252,0
Tyler,Stairmaster_,"18, living legend",385,402,Tue Nov 08 23:59:52 +0000 2016,"RT @SluttySam2: ""I hate hillary""

""That means you support sexual assault and racism""

""...No, that's not what that means at all""",,Yes,2,0
Monster Voter,Max2Min,,552,173,Tue Nov 08 23:59:52 +0000 2016,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV,,Yes,15271,0
haddy nuff,haddynuff,Mum of 3. Controversial...say exactly what I think because I believe in freedom of speech. Despise Blair. Love Theatre. I sell Art/Vintage. Writing a book,1080,949,Tue Nov 08 23:59:52 +0000 2016,"RT @StopStopHillary: FIRST POLLS FOR KENTUCKY TRUMP 78%
HILLARY 18%",Burnley and London,Yes,42,0
kevin ,buteraftommo,"voy a ir al infierno, pero en bussines ",2131,1378,Tue Nov 08 23:59:52 +0000 2016,RT @musicnews_facts: Lady Gaga spoke at a Hillary Clinton rally tonight wearing a Michael Jackson military attire. https://t.co/rYJUL805Ae,Madrid ,Yes,1451,0
Taylor Lee ,_life_as_tay,"be you, love you all ways always. Hampton U. #blkcreative",519,457,Tue Nov 08 23:59:52 +0000 2016,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs,Where the Peaches Grow,Yes,23031,0
abida,aislam_,Shhh stop being so shady it's so boring,220,124,Tue Nov 08 23:59:52 +0000 2016,"RT @chanelpuke: We don't want Trump, we don't want Hillary, we just want Cory back in the house.","Manchester, England",Yes,2532,0
SwampLife,JoeRiggs10,Hillary's debt to George Soros and the Middle Eastern countries that support terrorism shall not be paid for with our country.,185,334,Tue Nov 08 23:59:52 +0000 2016,"RT @YoungDems4Trump: 207 Bernie voters for Trump in Arizona, folks! Counts as 414! Eat your heart out Hillary! I'm deflating your lies!
#Yo",,Yes,204,0
Max Weidman,max_weidman,part time freestyle rapper,125,172,Tue Nov 08 23:59:52 +0000 2016,RT @WesVengeance7: The joke is on Hillary if she wins.She'll have to sit at the desk Monica sat under.,757/540,Yes,9584,0
JustGoForIt,JustGoForIt,Christ Follower ( Bible believing)  Mom and Grandma.  Love God..my family and my country.  Want a better future for everyone because All Lives Matter.,1037,646,Tue Nov 08 23:59:52 +0000 2016,RT @skyhookmike:  Because no REAL man WANTED that FILTHY MOUTH on their DI#%! Madonna Won't Honor Promise to Fellate Hillary Voter https:/,Florida,Yes,1,0
Helghast Chen,helghast_chen,,94,160,Tue Nov 08 23:59:52 +0000 2016,RT @PrisonPlanet: More vote fraud in Philly. Dems handing out Hillary propaganda INSIDE polling station. https://t.co/CheWoAprKO,,Yes,1493,0
work from Camila,sameoldsxlena,"Soy gay, papi. La seorita Camila me hizo gay Lauren.",474,614,Tue Nov 08 23:59:52 +0000 2016,RT @MatthewKick: Trump vs Hillary #ElectionDay https://t.co/BRv1x2bYlB,Selena es mi vida entera ,Yes,138,0
FTD,ftdbev,,102,120,Tue Nov 08 23:59:52 +0000 2016,RT @DavidCornDC: Where Hillary Clinton will declare victory or....something else. https://t.co/4b82Lt4UGB,Miami,Yes,69,0
Crashin' Podcast,Krakenpodcast,"Exploring the depths of culture, politics, technology and that; each week taking a Thing then diving into a related Question. RSS = https://t.co/boFgxwUHrw",3784,1849,Tue Nov 08 23:59:52 +0000 2016,googoo gaga. ken loves barbie BUT barbie is hillary. my takes would justify george r r martin's premature demise an https://t.co/sqFobr8wQr,"London, UK",No,0,0
Liz,nwjerseyliz,"Sociologist, Ethnographer. Vagabond scholar.

Independent voting for Clinton. I don't think the U.S. should be committing the war crimes Trump is promoting.",14379,15643,Tue Nov 08 23:59:52 +0000 2016,RT @CNN: Women across the nation are wearing pantsuits on #ElectionDay in support of Hillary Clinton https://t.co/TN3TeGDuDi #Pantsuitnatio,Hyperborea,Yes,1371,0
Nochu's #1 bae,JeonsRoyalty,Dicc me down Jeons                                 #NotMyPresident                            #BLM,399,668,Tue Nov 08 23:59:52 +0000 2016,@SuelovesBts @Iovespell They even got a Hillary one idk what's going on,"Jungkook, Yoongi, Taehyung..",No,0,0
kittycatbaty,kittycatbaty,"Wife, mother, grandmother, love God,family, country, animals, flowers and the outdoors",180,140,Tue Nov 08 23:59:52 +0000 2016,"RT @DonaldJTrumpJr: Sean Hannity: If Hillary wins, you own it https://t.co/Wo8k89T7s9",,Yes,1079,0
wondy,murgaloo,"you might know me as the girl who loves bunnies, captain america & potatoes      @HeffronDrive followed on 6/12/16; @ChrisEvans' follow coming soon",638,620,Tue Nov 08 23:59:52 +0000 2016,RT @patrickhumps: If Hillary loses the election by like 1 vote I'm blaming it on the person who wrote in Harry Styles on their ballot,Storybrooke | TEAM CAP,Yes,7754,0
TY,_Byethai,18 Mark,765,347,Tue Nov 08 23:59:52 +0000 2016,"RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/zqfFCAAOAV",,Yes,73399,0
Deb K,bistrogal2,,297,997,Tue Nov 08 23:59:52 +0000 2016,"PLEASE EVERYONE.GET OUT &amp; VOTE FOR TRUMP! EVEN IF YOU HAVE A COLD, APPT - ANY REASON, JUST GET OUT &amp; VOTE! DRAIN TH https://t.co/Z7UKiWzkHL",,No,0,0
my name is no,shxmvllnv, moonlightbae,1292,1273,Tue Nov 08 23:59:52 +0000 2016,RT @vibeeeez: prediction: Hillary Clinton is our next present &amp; everyone is shocked Trump lost,Honeymoon ve.,Yes,9,0
Freedomlover,Freedom61815022,"second amendment, first amendment , and now TRUMP for president",1508,1963,Tue Nov 08 23:59:52 +0000 2016,RT @gs777gs777: I have not seen ONE REPORT of voter fraud by Republicans ! Disgusting dirty campaign by Hillary Clinton ! https://t.co/Q7B0,,Yes,13,0
finessely snipes,FirstNameMiaa,we dem boys   #BLM,925,743,Tue Nov 08 23:59:52 +0000 2016,"RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/zqfFCAAOAV",DALLA$ | PV,Yes,73399,0
270,270Strategies,"Helping organizations build modern, people-centered, data-driven, digitally-sophisticated grassroots campaigns that achieve strategic goals & change the world.",7739,334,Tue Nov 08 23:59:52 +0000 2016,Check out 270's @MarlonDMarshall and @mansara in Hillary's #MannequinChallenge! https://t.co/OQPhnADGlG,DC - Chicago - San Francisco,No,0,1
tayy,j_taylor_b,snapchat: jtaylor.22,324,286,Tue Nov 08 23:59:52 +0000 2016,RT @brittanymacik: All in favor of Texas seceding from the US if Hillary wins,"Stephenville, TX",Yes,510,0
Francesca C. ,FrannieC_,Action is the foundational key to all success -Pablo Picasso,412,262,Tue Nov 08 23:59:52 +0000 2016,"RT @JuiceTha56: Will Hillary make pants suits mandatory? 

Will Trump build a wall on Mexicos border? 

Find out tomorrow on the season fin",,Yes,125833,0
Prince,focused_4,NFL I GO....  2020 or 2019 Tay Gowan #lackofworries #RIPbrandon #Blessed,3076,624,Tue Nov 08 23:59:52 +0000 2016,"RT @Chico_Mills: Like For Trump
Retweet For Hillary https://t.co/Ab6MfMWlAd",,Yes,1725,0
clinton chinedu c,clintonchineduc,,241,935,Tue Nov 08 23:59:52 +0000 2016,"RT @StatesPoll: Indiana 0.6% reporting TRUMP 69.8% | Hillary 26.4%  
massive #TRUMPocrats
#TrumpTrain #Maga #VoteTrump #election2016 #Elect",,Yes,83,0
Deplorable Sylvia,macamaw61,Wife of Ret. Air Force Veteran. Patriotic Mother of Five. stepmother to one. Lots of grandchildren and great grandchild! love God. Trump Pence Voter,328,296,Tue Nov 08 23:59:52 +0000 2016,RT @chasin_dwight: #TheFive If Hillary wins I can cancel cable. Will not be able to turn TV on for 4 years,,Yes,2,0
Aminta Beltran,beltranaminta,,39,166,Tue Nov 08 23:59:52 +0000 2016,RT @HaskelBiz: India Smith voted for Trump because Hillary Clinton 'broke the trust of the country' #haelex https://t.co/J0LAqXacli,"Texas, USA",Yes,936,0
brown babe,girlnamedjon,Long Live Kaylan Unique Ward. #girlpower #blackpower @kaylan_nn,1518,951,Tue Nov 08 23:59:52 +0000 2016,RT @BandzUpDee: Vote Hillary Clinton idc if she a liar y'all boyfriends lie to y'all everyday and y'all still fw them so VOTE HILLARY BITCH,ameriKKKa ,Yes,45672,0
Angelina,revsaint08,,2178,4921,Tue Nov 08 23:59:52 +0000 2016,"RT @drewwyatt: Hillary Campaign Paid Rioters 2 Burn The American Flag @ Trump Rally.

You Can't Love Our Country &amp; Justify Voting 4 Her.",,Yes,1360,0
J,jaybabyy_89,Jessica Young Motorsports || 8.25.16 ,241,208,Tue Nov 08 23:59:52 +0000 2016,"RT @chasemylovex: no, Hillary is not the ""ideal candidate"" but we still gonna vote for her tho... and we'll deal with sis later, ya hear me","Columbus, OH",Yes,1839,0
gout,goodkidgouth,wine & gold,622,340,Tue Nov 08 23:59:52 +0000 2016,@azitatoprahman did you just assume Hillary's gender,,No,0,2
Molly Quilitzsch,MollyQuilitzsch,WB '19 | PCC,171,434,Tue Nov 08 23:59:51 +0000 2016,RT @ParksPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/tdjwZ6McOc,,Yes,5771,0
#NotMyPresident,EileenPereira_,American Horror Story,279,334,Tue Nov 08 23:59:51 +0000 2016,RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/DxtJuf0zG0,"BumbleFuck, USA",Yes,13981,0
Brooke Seagrave,BrookeSeagrave,peace n love,538,262,Tue Nov 08 23:59:51 +0000 2016,RT @FIirtationship: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/LA0LDtKi0P,,Yes,971,0
PRES ELECT TRUMP!,JasonDunn67,"PROUD AMERICAN!! Husband, Father, Gun Owner, Labrador Breeder-Dunn Family Labs on Facebook. Defend the Constitution #AmericaFirst #AllLivesMatter #TrumpPence16",2219,2760,Tue Nov 08 23:59:51 +0000 2016,"RT @PizzaPartyBen: Hillary Clinton's mentor was a leader in the KKK, actually

 #MyVote2016 #ElectionDay #Voted #TuesdayMotivation https://","Ohio, USA",Yes,745,0
frog ,frogopera,just a tired artist making her way in life. really likes cartoons and 2d animation. call me frog. have i hit rock bottom yet? find out. my bedtime is never.,510,76,Tue Nov 08 23:59:51 +0000 2016,"""thousands of people are flocking to susan b. anthony's grave in memory of her movement and in support of hillary"" https://t.co/n6Q1B7NZc4",my bed probably,No,1,5
Nay,therealmofnay,Life's short. Have fun.  Stop whining.,320,498,Tue Nov 08 23:59:51 +0000 2016,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV,Georgia,Yes,15271,0
Shinki Star,Magical_Grrl,#NotMyPresident,73,178,Tue Nov 08 23:59:51 +0000 2016,RT @FreddyAmazin: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/UFcFkP6js1,,Yes,8793,0
jacob,ohmyswift1213,winter is coming,3018,750,Tue Nov 08 23:59:51 +0000 2016,RT @vibeeeez: prediction: Hillary Clinton is our next present &amp; everyone is shocked Trump lost,winterfell,Yes,9,0
mllnola,mllnola,the best things in life aren't things,3041,3330,Tue Nov 08 23:59:51 +0000 2016,"RT @DrThomasPaul: Happy about this #LGBT/#LGBTQ for anyone who thinks #Hillary is for #gays? Think again!She's financing #murders.#gay
http",rising tide,Yes,30,0
Sarah Farley,Ssmfarley777,"I lived in Calif for 10 yrs & las Vegas 2 I love to take trips & meet new people, I love the Mts, more then the sea, I like to Camp, Fish & movies, I hate obama",8275,8867,Tue Nov 08 23:59:51 +0000 2016,RT @Abutbul9: Breaking: Hillary Clintons $20 Million Obama Bribe To Become US Secretary Of State Leaked By FBI https://t.co/MIJecsJEP3,"Tuscaloosa, Alabama",Yes,8,0
VOTE TRUMP ,tamaraleighllc,,22806,19517,Tue Nov 08 23:59:51 +0000 2016,"RT @JoeyArnoldVN: GO VOTE TODAY TRUMP HILLARY CLINTON
#ExitPoll
#iVoted
#myVote2016
#ElectionDay
#VoteJSA
#Poll
#WTFAmericaIn5Words
#DolanT",,Yes,13,0
Jorj X. McKie,mr_inkcognito,Where is the weapon with which I enforce your bondage?,233,726,Tue Nov 08 23:59:51 +0000 2016,RT @DontTread_2nd: @Rambobiggs Is it connected to Hillary https://t.co/ruLA5yOK3k,,Yes,83,0
Keykz,KeyannaEnget,"movin to the rhythm of my intuition, anything I want I speak into existence",699,214,Tue Nov 08 23:59:51 +0000 2016,I wonder what behind the scenes scheme Hillary Clinton is doing to get all these celebrities on her side ,,No,2,23
Kif0udiDntknow,KC__xballoutx,basketball. buffalo run. FCHW. JESUS,81,245,Tue Nov 08 23:59:51 +0000 2016,RT @VinePhilly: Hillary Mannequin Challenge https://t.co/NqRLzIcUqN,"Missouri City, TX",Yes,481,0
Jordan Alexander,Tehpanga,"LA Kings, LA Angels and SD Chargers fan. Gotta love the video games too!",50,977,Tue Nov 08 23:59:51 +0000 2016,"RT @slayinglooks: Will Hillary make pants suits mandatory?

Will Trump build a wall on Mexicos border?   

Find out tomorrow on the season",,Yes,17,0
Grayson Squire,Graysun182,"Ratkillers
money doesn't come easy",307,150,Tue Nov 08 23:59:51 +0000 2016,RT @ianbrink24: Hillary Clinton's the type of person to hide the cure for cancer.,,Yes,9,0
katgal,katgal2,,326,449,Tue Nov 08 23:59:51 +0000 2016,RT @BritsForHill: PLEASE don't assume #Hillary victory is guaranteed...we made that mistake with Brexit. Go out and TAKE IT! #nevertrump,,Yes,195,0
dejean76,dejean76,"PLO Terrorist attack victim touring Israel wth church group, permanently disabled (1974). Love Israel & NASCAR #48 JJ! Conservative . President TRUMP! NO lists!",1496,2297,Tue Nov 08 23:59:51 +0000 2016,"RT @gerfingerpoken: Trump Defends Life, Hillary Defends #PartialBirthAbortion - Flopping Aces - https://t.co/boHSpqQIqN #MAGA https://t.co/",Florida,Yes,10,0
Kay Ling ,Tropicblasiann,I'm who you been craving for. | 11.11 ,267,248,Tue Nov 08 23:59:51 +0000 2016,RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/DxtJuf0zG0,,Yes,13981,0
Diana Hassan,peaceoutanddab,,20,43,Tue Nov 08 23:59:51 +0000 2016,"RT @JuiceTha56: Will Hillary make pants suits mandatory? 

Will Trump build a wall on Mexicos border? 

Find out tomorrow on the season fin",,Yes,125833,0
Becca Jett.,imbeccajett,"It's funny how I can remember song lyrics to hundreds of different songs, but can't remember anything when I study for a test.",20,35,Tue Nov 08 23:59:51 +0000 2016,@xD1v1ne @tha_macey Lies. Like Hillary.,,No,0,2
Lexisaurus,SupaKawaiiLexi,"Lots of cats. Sometimes rants. I love WDW, Fluffle Puff, and anime girls. I adore cute things. Header by @bravvely. @MacDaddyZak is the mac to my cheese ",791,150,Tue Nov 08 23:59:51 +0000 2016,"@ScienceTrash But it still has to go through Congress. I'm not for Trump, or Hillary. So I agree with what you're saying.",WDW - Haunted Mansion,No,0,0
Stelly,VilleSZN,T M C,853,595,Tue Nov 08 23:59:51 +0000 2016,"RT @JayeNick_: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/dpWCWHwHhw",,Yes,130,0
han misses troye boy,hannah_scollon,{we be making shades of purple out of red and blue}  {pressplay-5-14-16}{daydream-8-14-16}{Troye boy-11-4-16},396,1102,Tue Nov 08 23:59:51 +0000 2016,my dads mad and won't speak to me bc i'd vote for Hillary if i was old enough to vote. #ImWithHer,Blue neighbourhood,No,0,0
Richard Oberlander,rtoberl,USN ('65-'87),16870,17730,Tue Nov 08 23:59:51 +0000 2016,RT @barb2939: @magnifier661 @johnpodesta No wonder Hillary moved billion of her money to bank in Quter a few Saturday mornings ago. Or was,,Yes,2,0
,Celeste00Gab,No such thing as a life that's better than yours Sc- gabby_nunez100,1064,2091,Tue Nov 08 23:59:51 +0000 2016,Fuck Trump Fuck Hillary  #ElectionNight,lost in the sauce,No,1,2
Musics For World,Musicsforworld,"Channel on Youtube.
About musics.",1,0,Tue Nov 08 23:59:51 +0000 2016,#ElectionNight Hillary: 94.403  / Trump: 199.178,,No,0,0
Grant,blkshirtfan,"Huskers, Wild, Cowboys, family and life! not in that order of course.  Sarcasm is big if your easily offended don't follow me",365,825,Tue Nov 08 23:59:51 +0000 2016,"RT @zachhaller: Blows my mind how many think the mean things Trump has said

are somehow worse than Hillary's career of lies, war, &amp; greed","Monticello, MN",Yes,268,0
,iIoveharry,,3072,109,Tue Nov 08 23:59:51 +0000 2016,"RT @yvezayntIaurent: white person: idk whos worse: hillary or trump

lgbtq, women, black people, immigrants, muslims: trump is

white pers",,Yes,22310,0
m e l e a h,M3l3ah,"ya need to check out my smokin' hot bf, @larckaleb",396,146,Tue Nov 08 23:59:51 +0000 2016,RT @tbscott2: If Hillary wins I'm moving to Canada ,htown,Yes,1,0
Cali e$$eniF,bryceMartian54,"Texas Born, Cali Raised  DHS Panther #54",310,367,Tue Nov 08 23:59:51 +0000 2016,"RT @memetribute: We don't want Trump, we don't want Hillary, we just want Cory back in the house #ElectionDay","Duncanville - Cedar Hill, Dallas",Yes,3035,0
Kg,kayy_ash,Black Power. Self love. Tupacology. CSUDH'17. Living life. SC: k_geezyy,1318,1004,Tue Nov 08 23:59:50 +0000 2016,RT @BangYaBrainsOut: if Hillary wins I'll PayPal everyone $100 that RTs this.,Zamunda,Yes,33979,0
Michael Dance,mikedanzar,,13,66,Tue Nov 08 23:59:50 +0000 2016,RT @Jess_P_7385: If anyone thinks about voting for #Hillary please consider this cute little ducks opinion!#TrumpPence16 #MakeAmericaGreatA,,Yes,1,0
Sarah,Make_Me_Smil3, ,397,382,Tue Nov 08 23:59:50 +0000 2016,"RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/zqfFCAAOAV",,Yes,73399,0
Shad,shadlovesdinero,PalmBeach Bcu snapchat: Shadlovesdinero September 24th  A.S.C,1023,848,Tue Nov 08 23:59:50 +0000 2016,See with Hillary we screwed but with Trump we fucked,,No,0,0
Deplorable Steve ,StevenRuizok,my blood is made out of coffee.,471,799,Tue Nov 08 23:59:50 +0000 2016,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV,,Yes,15271,0
Pierre Bezukhov,ArthurRFagundes,fao po com batata e procuro aspirina na ilha deserta. Gloso tweets rebuscados,596,1147,Tue Nov 08 23:59:50 +0000 2016,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV,"Pinheiro Machado, RS, Brazil",Yes,15271,0
taylor,trnichols12,#MakeAmericaGreatAgain  sc // trnichols1,451,314,Tue Nov 08 23:59:50 +0000 2016,RT @t_howay02: Hillary's trash I just don't get why you all like her lol,"Louisville, KY",Yes,7,0
smita ,SmitaRanjit,,223,224,Tue Nov 08 23:59:50 +0000 2016,RT @FunnyVines: Trump and Hillary will never reach this level #ElectionDay https://t.co/MqRHFPQCxh,"Portland, OR",Yes,7129,0
