User,Username,User Description,Followers Count,Friends Count,Time,Tweet,Location,Retweeted Tweet,Retweet Count,Fav Count
Proud American,Vote_American,"Love #America. We need balance in Our Country, as we need it in our Personal Lives. We as a Nation, have a New Day, and Chance to be Great Again!.",3062,4496,Mon Dec 12 03:11:21 +0000 2016,"@KellyannePolls @DavidWeingust Hillary &amp; Her Entourage are Clearly Out Classed, Outdated &amp; Rude! Maybe U can find them a Safe Place, Jail?",,No,0,0
BurntFreedomFries,DTWhitehouseDT,"3mile island, chernobyl, fukushima, when will it end? http://t.co/w6O3lcXW2X lyme disease info",534,1121,Mon Dec 12 03:11:21 +0000 2016,@CLIFFBELL888 congress defunding security is to blame. likely the same story for the hundreds of dead embassy workers before hillary was SoS,,No,0,0
Joe America,jdraina,"Go America!, Go Trump! Conservative, financial analyst, scientist, day trader, dad, beach, islands, fitness",1248,1432,Mon Dec 12 03:11:21 +0000 2016,@JackBPR @SNL continues to campaign for Hillary. Mocks Trump. Change the channel. Morons.,,No,0,0
Stephanie Fairchild,TheMrsDarcy,"Christian, Conservative, Patriotic, Married to former Marine, 4 Beautiful Daughters, Hook 'Em, #NeverHillary Snarky in the face of liberal horse pucky!",1119,1483,Mon Dec 12 03:11:21 +0000 2016,"RT @syqau: During recount, in 100 precincts in Milwaukee, WI,  Hillary Clinton lost 17,000 votes!! 
(Trump lost only 1,700) https://t.co/VS",Texas Hill Country,Yes,45,0
Tom,twodog711,"World Traveler, Avid wine connoisseur. On the hunt for new wineries around the world. Gardener, owned and operated Italian and Greek restaurants.",1435,2761,Mon Dec 12 03:11:20 +0000 2016,"RT @bfraser747: ""We have a new PresElect. His name is Donald J. Trump. So move over, Barack Move over Hillary"" 
AMEN @JudgeJeanine

https:/",ATL Family Man,Yes,160,0
claire keefe,cckeefe,,14,64,Mon Dec 12 03:11:20 +0000 2016,RT @Mediaite: Former U.S. Ambassador to Russia: Vladimir Putin Wanted 'Revenge' on Hillary Clinton https://t.co/e4Kfd6FfcB (VIDEO) https://,,Yes,29,0
Caring for Vets,mama2fluffs,Giving a voice to ALL veterans at Armed Forces Retirement Home sites 2 stop elder abuse,2182,2412,Mon Dec 12 03:11:19 +0000 2016,RT @randyprine: Comey opposed outing Russians close to the election but destroying Hillary was fair game. SMH  https://t.co/qMuLvK4WEm,Here there and everywhere,Yes,237,0
Jess #StillWithHer,jesskivlehen,"Democrat, intersectional feminist, & a practicing Pagan witch. Born in Illinois, living in Texas, married with one child. Volunteer Deputy Voter Registrar.",74,192,Mon Dec 12 03:11:19 +0000 2016,"RT @TheBaxterBean: REMINDER: Hillary Clinton lost Michigan by only 10,704 votes. Detroit has 513,000 registered voters &amp; turnout declined (","Houston, TX",Yes,98,0
TheDeaconSpeakin,psmccusker,,471,511,Mon Dec 12 03:11:18 +0000 2016,"RT @nia4_trump: #PodestaEmails more proof of Hillary's Russian Connections. ""Grassley Letter"" to Loretta Lynch. #CorruptMedia let this stor","Alexandria, Louisiana",Yes,388,0
gizmo' s view,RickySi16087724,"Blessed be the LORD my strength which teaches my hands to war,and my fingers to fight",836,2143,Mon Dec 12 03:11:18 +0000 2016,"RT @WEdwarda: RUSH Limbaugh DESTROYS Hillary With Montage Of LIES In VIRAL VIDEO After She Blamed ""Fake News"" For Her Loss https://t.co/0rm","Texas, USA",Yes,23,0
Faith Richardson,Fmrichardson,"Principal Solution Architect, Workday Inc",41,140,Mon Dec 12 03:11:15 +0000 2016,Hillary Clinton won the popular vote by more than 2.8 million votes - what else needs to be said!,California,No,0,0
_edwardmondini_,_edwardmondini_,Political News Government & Politics News Science Space Technology & Science US & World News Opinion News,712,1050,Mon Dec 12 03:11:15 +0000 2016,@ntvnyr173   Hillary would be a female version of Carter.......on steroids.,United States,No,1,1
Daisy's can opener,NLTCNY,"Rotten guitar player, lousy singer, Expert microwave popcorn maker, archer, fisherman, hunter. Yankees, Jets, NRA member, Human caretaker to a great dog.",2223,2740,Mon Dec 12 03:11:15 +0000 2016,RT @Portosj81J: If the CIA knew that Russia was behind hacking then why did Obama allow Hillary to use a private server with official secre,New York,Yes,229,0
Lori Peabody,lorilpeabody,,67,123,Mon Dec 12 03:11:15 +0000 2016,RT @HispanicsTrump: If Hillary really wants to know who cost her the election all she needs to do is look in the mirror... #FakeNews #Russi,,Yes,75,0
Charlie Hatton,Evilmititis,"I love photography, Android, Tomb Raider, and fucking coffee.",69,75,Mon Dec 12 03:11:15 +0000 2016,"RT @Krisp_y: Hillary supporters, as highly hypocritical as you are, please repeat after me: ""Russia didn't rig it, she just lost"" https://t","Springfield, MO",Yes,83,0
Fransis,fransis48,#Maga,711,1714,Mon Dec 12 03:11:14 +0000 2016,"RT @StopStopHillary: #Pizzagate's looking real enough to hire a special prosecutor to look into #Weiner, #Podesta, &amp; #Hillary. #SecretCIA h",,Yes,178,0
WolfNW,WolfNW,It is the struggle that defines us...,1733,2061,Mon Dec 12 03:11:14 +0000 2016,RT @matthewamiller: It will be news to Hillary Clinton that the FBI will not draw inferences about things it can't prove in court. https://,,Yes,2723,0
deborah,deborahjlundy,,645,528,Mon Dec 12 03:11:14 +0000 2016,"RT @DrMartyFox: IF #RussianHackers Helped #Trump 

They Did By Exposing What The #DishonestMedia Was Concealing

Corrupt #Hillary

https:",,Yes,305,0
JoJo,adjunctprofessr,"Retired criminal justice professional & now an adjunct instructor in college CJ program.
Character counts! Leadership matters!  ADD ME TO A LIST=YOU'RE BLOCKED!",6832,879,Mon Dec 12 03:11:14 +0000 2016,"RT @FoxNews: .@GovMikeHuckabee: ""It wasn't the Russians that beat them. It was a lack of ideas. It was Hillary being a very poor candidate.",USA,Yes,713,0
Compact,Compact987,"IT, sports, gaming, music",67,198,Mon Dec 12 03:11:13 +0000 2016,RT @ThePatriot143: This Video Details How Hillary Blew $1.2 BILLION to LOSE the White House  TruthFeed https://t.co/snLNt7H5W3,,Yes,10,0
MB,g_rubylee2009,Real Estate Investor/entrepreneur/novice venture capitalist/Insurance services/writer/inventor/creative artistry with a supreme#1 job: MOTHER,1083,1836,Mon Dec 12 03:11:13 +0000 2016,RT @MtnMD: RT @asJBdorightthng: '94 SCOTUS:Mark v Stinson reversed state Sen election:2 officials knew R fraud-gv 2Dem opponent https://t.c,OC,Yes,2,0
Christian Gagnon ,InEgo_,"Investor. Market observer. Freethinker. Geopolitics junkie. Monetary reformist  In the garden, growth has its seasons.  Eng/Fr #DirectDemocracy #Liberties",6961,353,Mon Dec 12 03:11:13 +0000 2016,Sure. Obama torpedoed Hillary so that Trump won so that he can blame the Russians and declare war. https://t.co/eoMC1g9Dwm,"Saguenay, Quebec",No,0,0
Micky Delpheno,Eyes_of_justice,Taking a break as LIFE has become so time demanding and stressful. Time to finish prepping for EMP! STHF SOON! NO LISTS! RT not an endorsement!,15708,17208,Mon Dec 12 03:11:12 +0000 2016,"RT @USDefenseWatch: Hillarys High Drag, Low Speed Campaign Cost a Whopping $1.2Billion https://t.co/Eo8Zi1PqoY https://t.co/J6wjcGfchx",United States,Yes,4,0
Circuits&Threads,l_RW_Offen5iveT," Work: Sports, Industry, Robotics, Automation, Visual Arts,.

 Ultra RW

 Straight Gal

 Self-funded Activist for Capitalism
#1A #2A Yisra El",6569,4706,Mon Dec 12 03:11:12 +0000 2016,"Egotistical Hillary demanded customized BB when SoS. 
NSA said no, so she &amp; staff entered SCIFs w insecured devices https://t.co/ICRgIqiLQG",Stuttgart / USA,No,0,0
Clara,claramanoucheka,,25,234,Mon Dec 12 03:11:10 +0000 2016,RT @nypost: Hillary Clinton and her supporters spent twice as much as Donald Trump on her losing presidential campaign https://t.co/kPyf4Ns,Canada,Yes,172,0
Themistocles,Balthier28,,511,1088,Mon Dec 12 03:11:09 +0000 2016,RT @_CillaW: Agreed. It's all deep rooted sexism. Imagine if Hillary was elected &amp; doing half of the things Trump is right now. People woul,"Los Angeles, CA",Yes,5,0
Gregory James Barton,gregjamesbarton,"Prof Global Islamic Politics, Alfred Deakin Institute for Globalisation & Citizenship (ADI) Deakin U, Melbourne, Aust. Views expressed are entirely personal",556,265,Mon Dec 12 03:11:09 +0000 2016,"RT @dandrezner: Thank goodness Hillary Clinton, who would have been in the pocket of the donor class, won't be president. https://t.co/8Xx3","Melbourne, Victoria",Yes,765,0
Casey Oz,US_Threepers,"Jesus FollowerHusbandDad          2Adefender  Patriot            Gab.ai @US_TheepersCarnivore  My #2A protects my #1A
 #Bluehand  #TrumpArmy",3221,2784,Mon Dec 12 03:11:09 +0000 2016,"RT @bfraser747: ""It was PresidentObama, along with Hillary Clinton, that came up with the 'Russian reset button"" ~ @AllenWest

#JudgeJeani",Nebraska Sandhills ,Yes,201,0
Wilhelmina Brand,WilhelminaBrnd,Cold hearted art advocate.,66,251,Mon Dec 12 03:11:09 +0000 2016,"Example of Russian propaganda that I keep seeing Trump defenders use is ""Hillary's win would cause war with Russia."" 
#Putinspuppet #RedDon",,No,0,0
Reason Able,Riley4Reason,,19,56,Mon Dec 12 03:11:09 +0000 2016,@jus1_kimberely @MikeMil84124709 @JudicialWatch @irs None of your accusations against Hillary make Crooked Trump's problems go away.,United States,No,0,0
DA4Liberty,DA4Liberty,"Socialism is a philosophy of failure, a creed of ignorance and a gospel of envy.   The equal sharing of misery.  Sir Winston Churchill #WakeUpAmerica",2145,2577,Mon Dec 12 03:11:08 +0000 2016,"RT @Lrihendry: If Russia is the enemy, why didn't anyone look into why Hillary sold 20% of our uranium to them! #FakeNewsChallenge @realDon",Colorado,Yes,1512,0
lukem,149049c1e543418,"dreams going down to places unknown / not a fan of Ndp , how did they get in power ( city #@&$)",296,93,Mon Dec 12 03:11:08 +0000 2016,RT @RepStevenSmith: Want to hear about what Hillary did in Libya from a real journalist? @wikileaks Julian Assange explains it in 2 minutes,edmonton,Yes,424,0
Test Account1,test5f1798,,42,14,Mon Dec 12 03:11:07 +0000 2016,https://t.co/yv4h9sR6iN : a03ca8f5-dbc6-4f1b-afb9-64124588998b,"Alsace, France",No,0,0
Kasey Nipper,kaseymend,"Visalus Independent Distributor, Massage Therapist, on my way to being a psychologist.",34,249,Mon Dec 12 03:11:07 +0000 2016,Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/n3G83XEpMd via @Change,"Concord, CA",No,0,0
Cindy G.,CeeStarrr,liberal animal lover living in TX...for now.,50,91,Mon Dec 12 03:11:07 +0000 2016,RT @DisavowTrump16: U.S. Concludes that Russia was involved in our election! RETWEET to to tell the Electoral College to vote for Hillary!,"Texas, USA",Yes,2729,0
Good Egg,digitalorality,"A common mistake that people make when trying to design something completely foolproof is to underestimate the ingenuity of complete fools.

Douglas Adams",1635,2309,Mon Dec 12 03:11:07 +0000 2016,RT @socalmike_SD: Wikileaks: Hillary Clinton Bragged About Being Invited to Putin's 'Inner Sanctum' https://t.co/UyYrkL9WlO via @BreitbartN,,Yes,46,0
Dale Freeman,DaleF3,"Married 28 yrs 2 great #Veteran. Mom of 3, GMa of 5. We are the 99%, 47%, Poor 15%. #TruthJusticeDemocracy VOTE: https://t.co/W42niuMGy3",7095,6744,Mon Dec 12 03:11:07 +0000 2016,@eztempo @CNN I blame Hillary and her DWS campaign manager installed at the DNC. They planned this coronation since her 2008 lose.,"Auburn, California",No,0,0
Tokaise,Tokaise,"Love God, family and country. Shoshone and European descent but all America.   100% on the Trump Train. Don't do drama if NJSJW I block.",1095,1129,Mon Dec 12 03:11:07 +0000 2016,"RT @johncitysq: Do you, @elliottkrista, remember Dems said anyone concerned over election integrity was a ""Threat to Democracy""?
https://t.",Planet Earth most days,Yes,2,0
Douglas Sammons Sr.,dms1013,"Payments guy, referee, mayor and most proudly a dad, grandpa and husband",150,258,Mon Dec 12 03:11:07 +0000 2016,"RT @nia4_trump: Watch Hillary LIE during her SoS confirmation hearing. 
#ClintonCash #UraniumOne The RUSSIANS #ClintonFoundation

https://t","North Bend, Ohio",Yes,368,0
Hillary Clinton News,Hillarizer,The most trending Hillary Clinton news as collected by Trendolizer,1517,555,Mon Dec 12 03:11:06 +0000 2016,"#HillaryWhines About Fake News, So Rush Runs Special 90-Second #MontageJust for Her https://t.co/3o37eH4nXi",Washington DC,No,0,0
Darlene,VelvaDStevenson,"List=Block,  Cuss Me=Block,",233,267,Mon Dec 12 03:11:06 +0000 2016,"RT @Tis4Ta: Still no lead in Seth Rich death, he work for the government. They should be looking with a fine tooth comb, But for Hillary ev","None, YA",Yes,4,0
MissC,SinCityCarol,Proud Grandma. Progressive. Desires to give peace a chance.  Not nearly as nice on Twitter as I am on FB. Sick of the bullshit in the world.,1780,1601,Mon Dec 12 03:11:06 +0000 2016,@veggie64_leslie @HuffPostPol oh for fucks sake. #1 is Hillary herself," Las Vegas, NV",No,1,1
Katja Thieme,Katja_Thieme,Writing & discourse studies. Canadian literature. Dances & travails with small humans.,749,1459,Mon Dec 12 03:11:06 +0000 2016,RT @kashanacauley: It's a shame Hillary didn't connect with white Russian working class voters.,,Yes,1879,0
B Dub,SGT_B_Dub,"Proud disabled veteran, husband and father! swore to defend this country against all enemies. period. For as long as I live.",1620,2458,Mon Dec 12 03:11:06 +0000 2016,RT @sean_spoonts: This is why Hillary shouldn't have had that private server. All this goes back to that. https://t.co/HniijJKggx,behind you,Yes,2,0
Melissa Serna,mserna95,instagram: melissaserna_,202,160,Mon Dec 12 03:11:06 +0000 2016,Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/Sw9nNqT02t via @Change,,No,0,0
Joe Emersberger,rosendo_joe,"Canadian Engineer, UNIFOR member with Ecuadorian roots who writes primarily for Telesur English and Znet.",1233,1608,Mon Dec 12 03:11:06 +0000 2016,RT @MaxBlumenthal: .@AliAbunimah @JoyAnnReid What we've learned here is that Putin took out Hillary but Hillary did not take out Qaddafi. h,Windsor ON Canada,Yes,74,0
Lady Aszneth,Aszneth,"2 grown kids. Life long witch & occultist. Empathic.Skeptic.  film,cook'g,read'g, music, Anthrplg, Sci. Dark art. Star Trek. Sanguinarian & Hybrid. 46 yrs.",479,845,Mon Dec 12 03:11:06 +0000 2016,"RT @Craigipedia: Remember all the geniuses who voted against Hillary because they hated ""the Clinton Dynasty""? https://t.co/rwJ4K9dlmO",North FL aka Hell,Yes,170,0
John Fullerton,notrelluf,"Retired, member of Veterans for Peace, Dad of two women, Granddad, occupier Gainesville, Fl. John Fullerton.  I like followers, but do not reflexively follow.",197,343,Mon Dec 12 03:11:05 +0000 2016,"@vivelafra @chucktodd He's a MSM lickspittle, but if you think he's a Hillary shill you're fucking nuts.","Gainesville,  Fl",No,0,0
Chris,LivingOn18,"#Believer, #Husband, #Father, #Golfer, #RetiredArmy, #Veteran, #SecretWarrior, #InvestigationsExpert #DrainTheSwamp FOLLOW ME if you America!",76,132,Mon Dec 12 03:11:04 +0000 2016,"RT @FoxNews: .@AllenWest: ""It was President Obama, along with Hillary Clinton, that came up with the 'Russian reset button.'"" @JudgeJeanine","Florida, USA",Yes,475,0
Eduardo Leo,fk_eduardo,,81,336,Mon Dec 12 03:11:04 +0000 2016,"@thomaswikjr @Graham1Sam @GodandtheBear Yes. There were two choices, the apocalypse or Hillary. You chose the apocalypse.",,No,0,0
M Maria,MMaria03146111,,1572,152,Mon Dec 12 03:11:04 +0000 2016,RT @DCClothesline: Hillary Clinton  The Queen of Fake News  Lectures Americans About Fake News https://t.co/AlPAn3K3Xc,"New York, NY",Yes,7,0
tx conservative,txconservgirl,Will NEVER deny or apologize for believing in God! #CONSERV#US Constut#Gdaughter of FORMER WWII POW-2yrs #followed by Ted Cruz! Tx Proud #2A#maga,1706,1468,Mon Dec 12 03:11:04 +0000 2016,"RT @nia4_trump: Watch Hillary LIE during her SoS confirmation hearing. 
#ClintonCash #UraniumOne The RUSSIANS #ClintonFoundation

https://t",,Yes,368,0
Scott Williams,THEscottywilly,#MakeAmericaGreatAgain - Our country is on the wrong track and we need to do something BOLD to save it.,670,78,Mon Dec 12 03:11:03 +0000 2016,RT @RogerJStoneJr: Florida #NeverTrump loser Ray Valdes = Crooked Hillary Clinton. He must be stopped. https://t.co/8Bnu81beCn,"Sunshine Parkway, FL",Yes,26,0
"Real News, Inc.",election16news,"Unbiased Indie coverage of primaries and elections, now in the Trump Tower lobby, the center of world news. Fighting #fauxracism Funny #3XWOKE #lamestreamedia.",188,163,Mon Dec 12 03:11:03 +0000 2016,@dcexaminer Hillary is in denial. She fell short. #hubris https://t.co/ZJYYNU2fec,Trump Tower,No,0,0
Yamil R. Sued,Yamil_Sued,"I'm a Commercial, Editorial, Architectural and Sports Photographer based out of the Phoenix, AZ area.",1478,479,Mon Dec 12 03:11:02 +0000 2016,QUEEN OF FAKE NEWS: 8 Times Hillary Fabricated Stories to Help Her Image https://t.co/Dx3bWD3n98 via @regisgiles,"Peoria, AZ",No,0,0
DeplorableBarbara,1carpediem2016,Do not add me to lists without my permission. I will block u,3770,336,Mon Dec 12 03:11:02 +0000 2016,"RT @bfraser747: ""It was PresidentObama, along with Hillary Clinton, that came up with the 'Russian reset button"" ~ @AllenWest

#JudgeJeani",USA,Yes,201,0
trumpster,allofusfortrump,#Election2016 Gov Officials & Agencies Government & Politics Science Space,40,143,Mon Dec 12 03:11:02 +0000 2016,@SenSanders  you sold yourself.  You don't count anymore  go back to your Hillary house,United States,No,0,0
MissEMT,MissEMT37,"I love My God, My Family & My Country.


'Not all of us can do great things, but we can do small things with great love' - Mother Teresa",299,344,Mon Dec 12 03:11:01 +0000 2016,"RT @WayneDupreeShow: There's no PROOF Russia hacked anything, let's be serious. The same media who said Hillary was winning in the polls is","Kentucky, USA",Yes,349,0
Debra S. Chelf,s_chelf,"Married, 3 boys,1 girl, 5 grandkids, 1 great. Former flower child, strong conservative now! Strong Trump supporter, Obama critic! He needs jailed for treason!",1502,1000,Mon Dec 12 03:11:01 +0000 2016,RT @idawhannadoyou: (2) hacked #Hillary's mouth forcing her call half of #Trump's supporters deplorable which obviously affected the outcom,,Yes,7,0
Thomas Frank,thomasfrank1101,Build That Wall,5,20,Mon Dec 12 03:11:01 +0000 2016,@reasonedvoices Hillary was asking for war lol,United States,No,0,0
Sam J DeMeo,saminhim,"American Veteran, United States Air force,Vietnam Era,President Founder the Christian Conservative Party. Born and raised in Newark, New Jersey",4616,3671,Mon Dec 12 03:11:01 +0000 2016,RT @asamjulian: Priebus: The Russians Didn't Force Hillary Clinton To Ignore Wisconsin and Michigan  https://t.co/IFOVeb3LXd,LEE'S SUMMIT MO,Yes,677,0
DeplorableMrBrexit++,SscottSsmith84,Love my country.Im sad about where we are heading but believe togetherWEthePEOPLEcan make a difference.America Will beGreat Again #TrumpTrain #MAGA #HesWithUs,4971,5456,Mon Dec 12 03:11:00 +0000 2016,RT @StefanMolyneux: Cant wait for Dem investigation to figure out how Russian hackerz (TM) forced Hillary to take millions in Saudi money.,"Texas, USA",Yes,1715,0
Mike C Borlovan,1baldeagle77,I love working with people! I'm running a Retail Store of fine clothing and accessories for women and men. http://t.co/LbRtsYVCjx,627,732,Mon Dec 12 03:11:00 +0000 2016,"Mark Cuban EAT YOUR WORDS, ""Hillary will win the election"", Trump Will Lose https://t.co/rXgMZpCs58 via @YouTube","Mobile, Alabama, USA",No,0,0
Thomas J. Quinlan,thomas_quinlan,Proud husband of Wendy and father of Maxwell. Author of Adventures in Cybersecurity (https://t.co/wGzXyt6Bbs).,1598,654,Mon Dec 12 03:11:00 +0000 2016,"RT @catoletters: More proof Russians helped Trump.  Russians paid actors to openly support Hillary, knowing that heavily increasd votes for","London, UK",Yes,11,0
Scott Stalker,scott_stalker2,"Army Combat vet, #ALLLIVESMATTER,#BLUELIVESMATTER IN GOD I TRUST, No list, PTSD, TBI, https://t.co/wFw8fsh2OB, Donald Trump POTUS",865,359,Mon Dec 12 03:10:58 +0000 2016,"RT @TerriGreenUSA: We've already said no to #fakenews. DSW didn't deny anything wiki said, and there's still the investigation into Hillary",,Yes,1,0
 n,DirtPacino,"Producer, writer, Score composer for @Redcenturymedia. Current Projects: Detroit Zombie The Movie, Gotham City Mixtape/DVD, and The Utopian Landslide.",127,144,Mon Dec 12 03:10:58 +0000 2016,RT @kashanacauley: It's a shame Hillary didn't connect with white Russian working class voters.,Detroit MI,Yes,1879,0
Jim Shook/Bryan Ross,Volunteerguys,"Easy,Energetic,Outgoing guys, who enjoys meeting people from all over the world.",46,259,Mon Dec 12 03:10:58 +0000 2016,RT @France4Hillary: BREAKING: #Hillary's popular vote lead over Trump is now close to 3 million votes! #HillaryWon - SHE'S THE PEOPLE'S CHO,"Knoxville,TN",Yes,1109,0
Mother of Cats,SiberiaCat3,"Animal lover & advocate. Against trophy hunting, canned hunting, wearing fur, & animal abuse. RT isn't necessarily endorsement.",1417,1040,Mon Dec 12 03:10:58 +0000 2016,.@cherilyneagar MorriseyWV @UrlingTreasurer Hillary: $30B plan to retrain coal workers.  #MoralElectors https://t.co/1xEVHu81gV,Post-election Dystopia,No,0,0
ISRAEL BOMBS BABIES,Col_Connaughton,"#gaza #palestine #israel #BDS MAD EVIL ISRAEL MURDERS BABIES CIVILIANS to STEAL PALESTINIAN LAND RESOURCES with USA UK HELP. To stop my tweets, BLOCK or MUTE me",4662,2002,Mon Dec 12 03:10:58 +0000 2016,Hillary Clinton 'FAINTS' At 9/11 Ceremony || RAW FOOTAGE https://t.co/gUVmQettFp #hillary #clinton #faints,London UK,No,0,0
Nichole,NAlejandra2,"Life is too short to be bitching, yet here I am, bitching. UIPR - 18",74,356,Mon Dec 12 03:10:57 +0000 2016,RT @ScottyLiterati: Hillary dropped this exact same info about Russia in front of 66 million viewers in October. But I guess no one listene,PR,Yes,22262,0
100thmonkey,100thmonkey2016,,22,31,Mon Dec 12 03:10:57 +0000 2016,"Even black people know   #obama is a pathetic joke.

 #barackObama #blacklivesmatter #racist #donaldteump #hillary

https://t.co/3kYK1XelnC",,No,0,0
zelidasquare,Zelidasquare,,3381,3462,Mon Dec 12 03:10:57 +0000 2016,"RT @nia4_trump: Watch Hillary LIE during her SoS confirmation hearing. 
#ClintonCash #UraniumOne The RUSSIANS #ClintonFoundation

https://t",,Yes,368,0
John Lepper,bigdaddydoggie,"Common sense Conservative that is watching the destruction of America the Beautiful by the main stream media, the leftwing liberals & the corrupt establishment.",433,92,Mon Dec 12 03:10:55 +0000 2016,"RT @Cernovich: If Hillary had won we'd have talked about ""rigged elections"" for a day or two and then moved on. What we are seeing today is",Midwest America,Yes,1452,0
Colleen,ThorneColleen,,905,550,Mon Dec 12 03:10:55 +0000 2016,"RT @nia4_trump: #FridayFeeling Hillary emerged 3 times since her crushing defeat, always wearing purple, the color of Rebellion &amp; Power.  V","Illinois, USA",Yes,381,0
TrishHOPE ALIVE,psbaloans4u,Compassionate & passionate for all life. Evangelical  Travel Music Horses Politics  Business&Finance #christiansUniteWithTrumpPence,897,985,Mon Dec 12 03:10:54 +0000 2016,Why would they donate so much money to Hillary lets see how much they donate in 2017 this is plain &amp; simple a https://t.co/zQCQx3R09n,"Jacksonville Beach, FL",No,0,0
MIKE,macmc101,,1012,285,Mon Dec 12 03:10:53 +0000 2016,"RT @CronkiteSays: REAL NEWS
We've completed an extensive analysis into why Hillary lost and have determined Hillary caused Hillary to lose",,Yes,429,0
,hillary_esc,snap: hillary_esc,77,152,Mon Dec 12 03:10:53 +0000 2016,To muito estudante nmrl,"Rio de Janeiro, Brasil",No,0,0
robbymookisafraud,katherinejnowak,"you may say im a dreamer, but im not | never forgive top level hillary staffers | robby mook is a fraud",1905,1594,Mon Dec 12 03:10:53 +0000 2016,58. pretending sanders didn't contribute to hillary's healthcare attempt as first lady despite obvs proof @teeg_dougland @neeratanden,,No,0,2
PolitixGal,PolitixGal,"Pink Dolphins eat Piranhas for Breakfast, Lunch & Dinner. If Leftist Media are Piranhas, then we Citizen Journalists are Pink Dolphins! RTs do not=agmt.",73447,69093,Mon Dec 12 03:10:52 +0000 2016,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc",California,Yes,406,0
Curtis Balmer,CBatBG,"Science Writer,  Video Producer, Blogger, & Neurobiologist",251,944,Mon Dec 12 03:10:52 +0000 2016,"RT @TheBaxterBean: REMINDER: Hillary Clinton lost Michigan by only 10,704 votes. Detroit has 513,000 registered voters &amp; turnout declined (",Virginia,Yes,98,0
TheDeaconSpeakin,psmccusker,,471,511,Mon Dec 12 03:10:52 +0000 2016,"RT @nia4_trump: Hillary's secret $2.35M Russian Connection was so crooked, even the #CorruptMedia had to covered it. #UraniumOne
https://t.","Alexandria, Louisiana",Yes,394,0
Linda G Knowlton,lindagknowlton,"Director & Producer: Whale Rider, Somewhere Between, The World According to Sesame Street, Code Black, & now RADICAL BROWNIES.",300,472,Mon Dec 12 03:10:52 +0000 2016,"RT @GeorgeTakei: If the CIA had found Russia had helped Hillary, and she had won by a razor thin margin, how do you suppose the GOP and its", on dvd/iTunes/Netflix/Amazon,Yes,9637,0
 e ,ModjajiTen,aS a pAcK wE fOllOw tHe tRuTH ~ LIBERA NOS A MALO ~ NO Lists = Block.,509,490,Mon Dec 12 03:10:52 +0000 2016,"Hillary uses unsecured server with POTUS, Seems they were not concerned with any international hacking of top secret info, only election.pff",WaTchMan oN tHe WaLL,No,0,0
C A L A,cala_1111,#TrumpPence2016,4546,789,Mon Dec 12 03:10:52 +0000 2016,"VIDEO : Rush Limbaugh's New ""Hillary Fake News"" Hit Piece is BLOWING UP the Internet! https://t.co/9hcspkikD1",United States,No,0,1
Nancy Poehler,NancyPoehler,Libertarian. Anarchist. Conservative. #sayfie #tcot #freedom #indierock,2551,628,Mon Dec 12 03:10:51 +0000 2016,RT @RogerJStoneJr: Florida #NeverTrump loser Ray Valdes = Crooked Hillary Clinton. He must be stopped. https://t.co/8Bnu81beCn,Florida & NYC,Yes,27,0
Trump4President!!!,MaeroCarol,,614,843,Mon Dec 12 03:10:51 +0000 2016,RT @ReaganCoalition: REVEALED  The Hillary Aide Who KNEW It Was All Over https://t.co/pBxUGkdoYl,,Yes,2,0
Leona Coyne,LOPlato,Life-long Conservative and political junkie. 'Old' Vet. Very concerned about our country.,2533,1961,Mon Dec 12 03:10:51 +0000 2016,"RT @carold501: Funny how the left laughed and said the election couldn't be hacked and then when their darling Hillary lost, they scream it","Chicago, IL  USA",Yes,10,0
Cocoa Puff & Bobbie,CHOCLABLOVER,"My Dog & I share this account. Sometimes she goes off on a political rant!! Hold on to something tight!
#Rescue #AdoptDontShop",2425,2034,Mon Dec 12 03:10:50 +0000 2016,"RT @KailiJoy: But we want to be lied to. Obviously. And for all the fake scandals and baseless accusations, that's not what Hillary Clinton",Where ever my Dog wants to go,Yes,23,0
Daughter of Liberty,pyalgia,"My ancestors were Sons of Liberty. I call myself  a Daughter of Liberty in honor of their Revolution and #OurRevolution.
Daughter of a #Veteran too",293,308,Mon Dec 12 03:10:50 +0000 2016,"RT @theGSpledge: If there's 1 thing Hillary's disappearance in the face of Trump shows is that she never was a leader, just a self-entitled","Wilmington, DE",Yes,6,0
Clara,claramanoucheka,,25,234,Mon Dec 12 03:10:50 +0000 2016,RT @StefanMolyneux: Cant wait for Dem investigation to figure out how Russian hackerz (TM) forced Hillary to take millions in Saudi money.,Canada,Yes,1715,0
Dylan Dale,DDale13,Populist. Secular. Progressive.,152,444,Mon Dec 12 03:10:49 +0000 2016,@DDale13 Hillary had 22 Ls for the 22 state primaries/caucuses she lost. Clinton has 30 for the 30 states she lost in the general election,,No,0,0
Headline Smasher,HeadlineSmasher,Fake headlines created by smashing up real headlines. Smash some yourself at http://t.co/pshjvznMq6!,2128,1,Mon Dec 12 03:10:49 +0000 2016,Hillary Clinton Campaign Sends Legal Warning on New EP,,No,0,1
